"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,"Week Number","Unique Identifier","Start Day","Start Month","End Day","End Month",Aged,Ague,Apoplexy,Asthma,Bed-ridden,Blasted,Bleeding,Bloody-flux,Calenture,Cancer,Canker,"Chicken Pox",Child-Bed,Chrisoms,Cold,Colick,Consumption,Convulsion,Cough,Cramp,Diabetes,Dropsie,Falling-sickness,Fever,Fistula,"Flox and Small-Pox","Flox and Small-Pox (Descriptive Text)",Flux,French-Pox,Frets,Gangreen,Gout,Gravel,Grief,"Griping in the Guts",Headache,Headmouldshot,"Hooping Cough",Hiccough,Horshoehead,Impostume,Infants,Inflammation,Itch,Jaundies,Jaw-fallen,"Kings Evil",Leprosie,Lethargy,Liver-grown,Looseness,"Lunatick and Frenzy","Malignant Fever",Meagrim,Measles,Miscarriage,Mortification,Mother,"Noli me tangere",Palsie,Plague,Planet,Plurisie,Purples,Quinsie,Rash,Rheumatism,Rickets,"Rising of the Lights","Running of the Reins",Rupture,"Scald Head","Scarlet Fever",Sciatica,Scowring,Scurvy,Sores,Shingles,Spleen,Spotted-Fever,"St. Anthony's Fire",Starved,"Starved (Descriptive Text)",Stone,"Stopping of the Stomach",Strangury,Strongullion,Suddenly,Surfeit,"Swelling in the Throat",Swine-Pox,Teeth,Thrush,Tissick,Tympany,"Twisting of the Guts",Ulcer,Vapours,Vomiting,"Water in the Head",Wen,Wind,Wolf,Worms,Abortive,Overlaid,Still-born,Drowned,"Drowned (Descriptive Text)","Found Dead","Found Dead (Descriptive Text)",Executed,"Executed (Descriptive Text)",Killed,"Killed (Descriptive Text)",Suicide,"Suicide (Descriptive Text)",Other,"Other (Descriptive Text)","Christened (Male)","Christened (Female)","Christened (In All)","Buried (Male)","Buried (Female)","Buried (All)","Increase/Decrease in Burials"
1433,14727,1233,1,1705,39,Laxton-1705-39-verso,11,September,18,September,30,,,,,,,1,,1,,,4,1,,1,51,138,,,,16,,65,,28,"small-pox 28",,,,,,,,26,,,,,,,,,,,,4,,,,1,,,,11,,,,,,,,,1,1,,,3,,,1,,,,,,,,,1,,,,,2,,,2,2,,,21,,6,,1,,,,,,,,1,2,,8,1,"Drown'd in the Thames at St John at Wapping 1",,,,,,,,,,,156,174,330,215,216,431,23
1434,14728,1230,1,1705,40,Laxton-1705-40-verso,18,September,25,September,29,,2,,,,,,,1,2,,12,,,1,46,128,,,,13,,55,,33,"small-pox 33",,1,,,,,,34,,,,,,,,,,1,,1,,1,,,1,,1,5,,2,,,2,,,,,,,1,11,,,,,,,,,,,,,,,,1,2,,1,3,1,,,29,,6,,,,,1,,,,,,3,,8,,,,,2,,,,,,,,174,187,361,222,218,440,9
1475,14729,1232,1,1705,41,Laxton-1705-41-verso,25,September,2,October,30,,1,1,,,,,,,,,6,,,1,49,136,,,,7,,77,,31,"small-pox 31",,1,,,,,,19,,,,,,,1,,,1,,,,,,,,,,5,,,,,1,,,1,,,,,4,2,,1,,,,,,,,,,,,,1,5,,,2,1,,,17,,,,,1,,,,,,,1,1,1,9,1,"And one in the Thames at St Margaret in Westminster 1",,,,,3,"Kill'd.. One accidentally by a Cart at St Mary Magdalen Bermondsey 1; Murthered at St Giles in the Fields 1; Shot himself accidentally with a Pistol (a Youth) at St Boltoph without Aldersgate 1",1,"Drowned... One (herself) at St James at Clerkenwel 1",1,"Kill'd... And one by a Fall outof an Upper Door at St Margaret in Westminster 1",181,187,368,200,220,420,-20
1476,14730,1238,1,1705,42,Laxton-1705-42-verso,2,October,9,October,31,,2,,,,,1,,,1,,6,1,,2,63,134,,,,13,,66,1,34,"small-pox 34",,1,,1,1,,,22,,1,,,,1,,,,1,,1,,,,,,,,3,,,,,1,,,1,,,,,5,,,,,,,,,,,,,,,,3,3,,,1,1,,,29,,3,1,,1,,,,,,,,1,1,10,2,"Drowned in the Thames... One accidentally (a Man) near Billinsgate at St Mary Hill. And one at St Boltoph without Aldgate",,,,,1,"Kill'd... One with a Sword at St James at Clerkenwel",,,3,"Bruised at St Nicholas Olave 1; Kill'd... One by a Fall from an Horse at Hampsted, buried at St Brides 1; Kill'd... And one accidentally by a Fall into the Hold of a Ship at St Paul at Shadwel 1",177,154,331,239,215,454,34
1477,14731,1234,1,1705,43,Laxton-1705-43-verso,9,October,16,October,35,,1,,,,,,,1,2,,7,,,2,46,122,,,,14,,59,1,29,"small-pox 29",,,,1,,,,27,,,,,,,,1,,3,,2,,,,,1,,,9,,,,,,,,,,,,1,6,2,,1,,,,,,,,,1,,,,1,3,,,2,3,,,28,,2,,,,,1,1,,,,,3,,11,1,"Drown'd accidentally in a Tub of Water at Alhallows Staining 1",,,,,,,,,1,"Bruised accidentally at St Giles in the Fields 1",178,172,350,208,223,431,-23
1478,14732,1231,1,1705,44,Laxton-1705-44-verso,16,October,23,October,29,,1,,,,,,,1,,,7,,,3,49,128,,,,8,,50,2,36,"small-pox 36",,,,,,,,21,,1,,,,2,,,,,,1,,,,,1,,,9,,3,,,,,,,,,,1,3,,,,,,,,,,,,2,,,,1,3,,,3,1,,,30,,2,,,,,,,,,,,2,,14,,,,,,,,,,,1,"Chin-Cough 1",190,166,356,203,212,415,-16
1479,14733,1243,1,1705,45,Laxton-1705-45-verso,23,October,30,October,28,,3,,,,1,,,2,,,4,2,,1,52,90,1,,,8,,55,,41,"small-pox 41",,,,1,,,,20,,,,,,,,,,4,,2,,,,,1,,,12,,,,,1,,,,,,,,5,1,,,,,,,,,,,,,,,,5,,,1,2,,,30,1,5,,,,,,,,,,1,,,11,,,,,,,,,1,"Cut his own Throat (being distracted) a Man unknown (so reported in the Coroner's Warrant) at St Mary at Newington 1",1,"Kill'd by an Horse at St Giles without Cripplegate 1",161,165,326,197,196,393,-22
1480,14734,1244,1,1705,46,Laxton-1705-46-verso,30,October,6,November,22,,2,1,1,,,,,2,,,7,2,,1,57,108,,,,16,,68,,29,"small-pox 29",,2,,,,,,24,,,,,,,,,,2,,,,,,,,,,10,,,,,,,,,,,,1,5,1,,1,,,,,1,,,,,,,,,5,1,,2,,,,29,1,6,,,2,,,,,,,2,2,3,3,1,"Drown'd at St Ann in Westminster 1",1,"Found dead a Woman unknown at St Andrew in Holborn 1",,,2,"Kill'd... One by the Shaft of a Wagon at St Olave in Southwark 1; Kill'd... and one with a Hatchet at St Leonard in Shoreditch 1",,,3,"Bursten 1; Chin-Cough 1; Died for want of Care, being bruis'd, a Soldier (so reported in the Coroner's Warrant) at St Katherine by the Tower 1",171,142,313,194,232,426,33
1481,14735,1247,1,1705,47,Laxton-1705-47-verso,6,November,13,November,27,,1,1,,,,,,3,,,5,,,1,59,122,,,,19,,71,,49,"small-pox 49",,1,,,,,,9,,2,,,,,,,,,,4,,,,,,,,30,,,,,,,,,2,2,,,4,2,,,,,,,,,,,1,,,,,4,,,1,2,,,30,,3,1,,,,,,,,,2,,1,10,3,"One at St Saviour in Southwark. one at St Mary Magdalen Bermondsey. and one accidentally in the Thames at St Mary at Rotherhith.",,,,,2,"Kill'd... One by an Iron Poker at St Boltoph without Bishopsgate 1; Kill'd... one accidentally by a Cart at St Clement Danes 1",1,"Hanged herself (being Lunatick) at St Brides 1",4,"Pain in the Side 1; Burnt accidentally in a bed at St James in Westminster 1; Kill'd... One by falling into a Cistern of Soap Lees at St Giles without Cripplegate 1; Kill'd... and one by a Fall from an Hayloft at St James in Westminster 1",167,177,344,221,258,479,53
1482,14736,1246,1,1705,48,Laxton-1705-48-verso,13,November,20,November,30,,2,2,,,,,,1,1,,7,,,2,49,117,,,,14,,61,2,34,"small-pox 34",,1,,,1,,,16,,1,,,,3,,,,1,,1,,,,,1,,,34,,4,,,,,,,,,,2,5,,,,,,,,,,,,2,1,,,,1,,,,1,,,18,1,5,2,,,,,,,,,1,1,,7,,,,,,,,,1,"Hanged himself (being Distracted) at St Mary in Whitechappel 1",3,"Bursten 1; Burnt accidentally at St Martin in the Fields 1; Bruised in the Head accidentally by the Fall of a piece of Timber at St Paul at Shadwel 1",158,151,309,195,242,437,-42
1483,14737,1248,1,1705,49,Laxton-1705-49-verso,20,November,27,November,32,,1,,1,,,,,1,1,,7,2,,1,56,114,,,,14,,75,,40,"small-pox 40",,,,,1,,,17,,,,,,2,1,,,1,,,,,,,,,,29,,,,,1,,,1,,1,,,7,,,,,,,,,,,,2,1,,,2,2,,,1,,,,28,1,9,1,,1,,,,,,,,1,,18,3,"One accidentally near London Bridge, buried at Bridwel Precinct. One at St Dunstan at Stepney. And one accidentally in the Thames at St Mary at Rotherhith",,,,,,,,,2,"Cancer in the Breast 1; Burnt accidentally at St Ann in Westminster 1",172,162,334,232,246,478,41
1484,14738,1240,1,1705,50,Laxton-1705-50-verso,27,November,4,December,20,,3,4,,,,,,1,,,6,2,,3,50,105,,,,17,,71,1,38,"small-pox 38",,,,,,,,18,,,,,,2,1,,,3,,2,,,,,,,1,37,,,,,1,,,2,2,,,2,2,1,,,,1,,,,,,,1,1,,,,4,2,,1,1,,,26,1,7,1,,2,,,1,,,,1,3,2,10,,,,,,,,,,,4,"Bursten 1; Quinsie and Rash 2; Kill'd by a Piece of Timber at St Olave in Southwark 1",151,136,287,226,239,465,-13
1485,14739,1249,1,1705,51,Laxton-1705-51-verso,4,December,11,December,29,,1,,,,,,,2,,,5,2,,1,59,119,,,,18,,46,,27,"small-pox 27",,,,,,,,9,,,,,,1,1,,,,,1,,,,,,,,46,,,,,1,,,,,,,1,3,3,,,,,,,,,,,1,,,,1,5,,,2,,,,26,2,6,,,3,,,,,,,2,2,2,7,,,,,,,1,"Murder'd at St Giles in the Fields 1",,,,,167,147,314,212,224,436,-29
1486,14740,1250,1,1705,52,Laxton-1705-52-verso,11,December,18,December,43,,,1,,,,2,,3,2,,12,,,5,59,133,,,,19,,68,,27,"small-pox 27",,2,,,2,,,14,,1,,,,1,1,,,1,,,,,,,,,,44,,,,,1,,,1,,1,,,6,,,,,,,,,,,,,,,,1,2,,1,3,1,,,25,,4,,,1,,,,,,,2,3,4,14,,,1,"Found dead in the Thames at St John at Wapping 1",,,,,,,,,166,155,321,253,258,511,75
1487,14741,1252,1,1705,1,Laxton-1705-01-verso,,,25,December,26,,,,,,,,,1,,,2,,,,41,83,,,,13,,57,,16,"small-pox 16",,1,,,,,,20,,,,,,,,,,1,,3,,,,,,,,22,,,,,,,,,,,,2,5,3,,,,,,,,,,,1,,,,,3,1,,1,,,,23,1,,1,,,,,,,,,1,2,3,16,,,,,,,,,,,1,"Kill'd accidentally by a Fall from a Horse at St Botolph without Bishopsgate 1",127,127,254,170,180,350,-161
1488,14742,1253,1,1705,2,Laxton-1705-02-verso,,,1,January,28,,,1,,,,,,2,1,,1,3,,2,52,129,,,,14,,70,1,22,"small-pox 22",1,1,,,1,,,20,,,,,,,,,,1,,2,,,1,,,1,,35,,1,,,,,,,1,,,,4,3,,,,1,,,,,,,,,,,,6,,,2,,,,13,1,3,,1,,,,,,,,,2,,6,1,"Drown'd at St Boltoph without Aldgate 1",1,"Found dead at St Mary in the Savoy 1",,,,,2,"Cut his own Throat (being distracted) at St Margaret in Westminster 1; Hang'd himself (being lunatick) at St Stephen in Colemanstreet 1",1,"Sore Breast 1",154,168,322,227,211,438,80
1489,14743,1254,1,1705,3,Laxton-1705-03-verso,,,8,January,39,,,1,,,,1,,,,,2,,,4,58,103,,,,16,,50,,24,"small-pox 24",,1,,,,,,18,,,,,,2,1,,,,,2,,,,,,,,33,,2,,,1,,,,,1,,1,2,1,,,,,,,,,,,1,1,,,,4,,,5,,,,18,,5,1,,1,,,,,,,1,1,,10,,,2,"One in his Bed at St Dunstan in the West.  And one in the Thames at St Dunstan at Stepney.",,,1,"Kill'd at St Mary Magdalen Bermondsey 1",1,"Hang'd himself (being lunatick) at St Giles without Cripplegate 1",1,"Great Cold 1",163,159,322,207,209,416,-22
1490,14744,1255,1,1705,4,Laxton-1705-04-verso,,,15,January,43,,3,,,,1,,,,,,3,3,,6,70,125,,,,30,,50,,22,"small-pox 22",2,5,,,,,,15,,,,,,1,2,,,3,,2,,,,,,,,28,,1,,,2,,,,1,,,1,6,3,,,,,,,,,,,1,,,,5,3,,1,2,1,,,23,,7,,,2,,,,,,,1,2,1,12,1,"Drown'd at St Saviour in Southwark 1",,,,,1,"Murder'd at St Saviour in Southwark 1",,,1,"Burnt accidentally at St Andrew in Holborn 1",182,157,339,248,244,492,76
1491,14745,1256,1,1705,5,Laxton-1705-05-verso,,,22,January,39,,2,1,,,,1,,3,1,,5,,,3,66,108,,,,21,,61,1,12,"small-pox 12",,1,,1,,,,17,,,,,,1,2,,,,,,,1,,,,,,20,,,,,,,,,,,1,,8,1,,,,,1,,,,,,,,,,,7,,,3,,,,17,,13,,,2,,,,,,,,,2,10,1,"Drown'd at St Dunstan at Stepney 1",,,,,,,,,1,"Bruised by a Hogshead of Molosses at St Mildred in the Poultry, buried at St Olave in Southwark 1",154,153,307,236,198,434,-58
1492,14746,1257,1,1705,6,Laxton-1705-06-verso,,,29,January,37,,2,,,,,,,3,,,3,,,3,61,134,,,,22,,61,1,18,"small-pox 18",1,,,1,,,,17,,,,,,,,,,,,2,,,,,1,,,18,,,,,,,,,,,,1,3,3,,,,,,,1,,,,1,,,,2,4,,,4,,,,34,,19,1,,3,,,,,,,,1,3,8,2,"Drown'd at St Martin in the Fields 2",1,"Found dead in the New River at St Mary Islington, buried at St George in Botolphlane 1",,,,,1,"Hang'd herself (being Lunatick) at St Katherine by the Tower 1",2,"Cut of the Stone 1; Scalded accidentally at St Andrew in Holborn 1",170,135,305,248,231,479,45
1493,14747,1258,1,1705,7,Laxton-1705-07-verso,,,5,February,48,,4,1,,,,,,3,,,5,,,2,74,131,,,,18,,64,,13,"small-pox 13",1,1,,,,,,18,,,,,,3,,,,2,,1,,,,,,,,27,,1,,,1,,,1,,,,1,6,,,,,,,,,,,,,,,,,6,1,,1,2,,,24,1,12,,,,,,,,,,,3,1,7,2,"One accidentally at St James at Garlickhith, buried at St Michael Royal. And one in a Pond at St Margaret in Westminster",,,,,1,"Kill'd by a Wagon-Wheel at St Leonard in Eastcheap 1",,,1,"Black-Jaundies 1",166,153,319,228,260,488,9
1494,14748,1259,1,1705,8,Laxton-1705-08-verso,,,12,February,49,,2,1,,,,,,2,,,4,,,1,70,114,,,,14,,48,,24,"small-pox 24",,2,,,,,,18,,,,,,,,,,1,,1,,,1,,,,1,11,,1,,,1,,,2,,,,,5,3,,,,1,,,,,,,2,,,,1,3,,,3,1,,,25,1,9,,,1,,,,,,,1,4,2,15,1,"Drown'd accidentally in a Tub of Water at St Botolph without Bishopsgate 1",,,,,,,1,"Poysoned himself (being Lunatick) at St Clement Eastcheap 1",1,"Burnt accidentally an Infant at St Andrew in Holborn 1",180,180,360,221,227,448,-40
1535,14749,1260,1,1705,9,Laxton-1705-09-verso,,,19,February,51,,1,,,,,,,3,,,4,1,,5,73,119,1,,,19,,72,,17,"small-pox 17",,,,1,1,,,14,,,,,,1,,,,1,,,,,,,2,,,26,,,,,,,,,,1,,1,5,2,,1,,,,,,,,,4,,,,1,4,,,3,,,,23,,8,,,2,,,,,,,,1,,6,1,"Drown'd at St Martin in the Fields 1",2,"One (a Man in the Street) at St Brides. and one (a Woman in the New-River) at St James at Clerkenwel.",,,,,,,,,158,137,295,241,236,477,29
1536,14750,1261,1,1705,10,Laxton-1705-10-verso,,,26,February,35,,1,,,,,1,,2,,,4,2,,,65,139,,,,16,,48,,12,"small-pox 12",1,,,,,,,14,,,,,,,,,,2,,,,,,,,,,23,,,,,,,,1,1,,,,6,1,,,1,,,,,,,,3,,,,,4,,,3,,,,31,,11,,,1,,,,,,,,,1,7,2,"Drown'd accidentally 2. One at St Katherine by the Tower.  And one in the Thames at St Paul at Shadwel",1,"Found dead in a Ditch at St Martin in the Fields 1",,,1,"Kill'd with a Fowling Piece at St Olave in Southwark 1",,,1,"Stone in the Bladder 1",168,166,334,207,234,441,-36
1537,14751,1262,1,1705,11,Laxton-1705-11-verso,,,5,March,47,,1,1,,,,,,2,,,1,,,1,62,124,,,,14,,55,,11,"small-pox 11",1,3,,,,,,11,,,1,,,,,,,5,,2,,,,1,,,,10,,1,,,,,,,,,,1,6,2,,,,,,,1,,,1,1,1,,,2,5,,,,1,,,22,1,10,,,,,,1,,,,,4,4,8,,,1,"Found dead in a House of Office at St Martin in the Fields 1",,,2,"Kill'd with a Crane (a Man) at St Saviour in Southwark 1; Murdered at St Leonard in Shore 1",1,"Hang'd herself (being lunatick) at St Leonard in Shoreditch 1",1,"Burnt accidentally at St Andrew in Holborn 1",169,141,310,242,188,430,-11
1538,14752,1292,1,1705,12,Laxton-1705-12-verso,,,12,March,34,,3,1,,,,,,,,,8,1,,1,65,108,1,,,25,,56,,17,"small-pox 17",,1,,,,,,19,,,,,,2,1,,,1,,2,,,1,1,1,,,10,,1,,,1,,,1,,,,,8,1,,,,,,,,,,,1,1,,,,3,,,3,3,,,2,1,7,,,,,,1,,,,,1,,11,4,"One accidentally in the Thames at St Olave in Southwark. One at St Saviour in Southwark. and two accidentally in the Thames at St Mary at Rotherhith 2",,,,,,,,,3,"Sore Leg 1; Ulcer in the Throat 1; Kill'd accidentally by the Fall of a House at St Paul at Shadwel 1",154,169,323,220,213,433,3
1539,14753,1293,1,1705,13,Laxton-1705-13-verso,,,19,March,30,,1,1,,,,,,,,,9,2,,,65,85,1,,,10,,64,1,13,"small-pox 13",,,,,,,,14,,1,,,,1,,,,2,,3,,1,,1,,,,9,,1,,,,,,,,,,,10,2,,1,,,,,,,,,,,,,1,3,,,2,2,,,24,1,12,,,2,,,,,,,1,1,,8,3,"One at St John at Wapping. one (a Man) at St Mary at Lambeth. and one accidentally in the Thames at St Mary at Rotherhith",,,,,,,3,"Hang'd themselves One (being lunatick) at St Michael Bassishaw 1; and one at St James in Westminster 1; Stabb'd himself (being lunatick) at St Mary at Islington 1",2,"Great Cold 1; Kill'd by the Fall of a Wall at Christ's-Chruch in Surry 1",165,144,309,205,179,384,-49
2223,14981,956,1,1710,33,Laxton-1710-33-verso,,,1,August,24,,1,1,,,,,,1,1,,3,3,,,33,101,,,,8,,91,,79,"flox 0; small-pox 79",,,,,1,,,14,,,,,,1,,,,2,,1,,,,,1,,,5,,3,,,,,,,2,,,2,3,2,,1,,,,,,,,,12,,,,1,5,,,2,1,,,12,1,1,2,,2,,,,,,,2,3,2,10,2,"Drown'd in the Thames 2. One at Bridewel Precinct. And One at St Katherine by the Tower.",2,"One in a Drain for Water (a Male Infant) at St Botolph without Bishopsgate. And One in the Thames at St Katharine by the Tower.",,,,,,,,,150,128,278,215,229,444,-118
6396,16133,953,1,1752,38,Laxton-1752-38-verso,,,1,September,7,,2,3,,,,,,2,,,3,,,,56,111,1,,,9,,31,,54,"flox 0; small-pox 54",,,,,,,,3,,2,2,,,,,,,3,,1,,,,,1,,,1,,,,,2,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,13,4,2,,,,,,,,,,1,1,,9,,,,,,,,,,,1,"Fractured Skull one at St Mary Whitechapel.",159,121,280,179,149,328,-43
6749,16229,959,1,1722,44,Laxton-1722-44-verso,,,16,October,48,,1,2,,,,,,1,1,,2,,,2,69,165,,,,15,,69,,58,,,,,,2,,,16,,,1,,2,,,,,1,,,,,,,2,,1,4,,4,,,,,,1,1,,,,4,3,,1,,,,,,,,,,,,,3,3,1,,1,,,,39,3,9,1,,1,,1,2,,,,3,,2,15,,,1,,,,,,,,,,199,162,351,277,285,562,-13
8336,16745,962,1,1732,37,Laxton-1732-37-verso,,,29,August,19,,1,2,,,,1,,,,,4,,,,61,169,,,,15,,47,,26,"flox 0; small-pox 26",,4,,,,,,7,,2,,,1,1,,1,,3,,,,,,1,,,,1,,4,,,,,,1,,,,,1,,,2,,,,,,1,,,1,,,,,5,,,2,,,,28,4,,,,,,,,,,,1,19,4,11,3,"two buried at St. Olave in Southwark, and one at St. Saviour in Southwark ",,,,,,,1,"Hang'd herself (being Lunatick) buried at St. Botolph without Aldgate 1",2,"Kill'd by a fall down Stairs, buried at St. Mary Le-Bow 1; Stabb'd himself buried at St. Giles without Cripplegate 1;",190,155,345,233,196,429,-26
9668,17178,952,1,1740,,Laxton-1740-53-verso,,,16,December,43,,1,6,1,,,,,2,,,8,,,1,98,110,,,,13,,56,,58,"flox 0; small-pox 58",,3,,,,,,3,,,,,,,,1,,2,,,,,,,1,,,,,4,,,1,,,3,,,,,1,,,,,,,,,,,,,,,,2,3,,,3,,,,24,1,8,,,2,,,2,,,,,,4,16,1,"Drowned at St. Olave in Southwark 1",2,"Found dead at St. Leonard Shoreditch 2",,,,,,,2,"Kill'd by a fall in a Ship buried at St. Dunstan in the East 1; Excessive Drinking 1",159,122,281,250,236,486,11
