death,count,descriptive_text,joinid,year,week_id,year_range,split_year
Inflammation,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Itch,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Jaundies,2,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Jaw-fallen,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Kings Evil,1,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Leprosie,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Lethargy,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Liver-grown,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Looseness,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Lunatick and Frenzy,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Malignant Fever,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Meagrim,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Measles,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Miscarriage,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Mortification,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Mother,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Noli me tangere,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Palsie,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Plague,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Planet,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Plurisie,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Purples,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Quinsie,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Rash,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Rheumatism,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Rickets,7,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Rising of the Lights,6,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Running of the Reins,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Rupture,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Scald Head,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Scarlet Fever,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Sciatica,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Scowring,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Scurvy,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Sores,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Shingles,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Spleen,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Spotted-Fever,2,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
St. Anthony's Fire,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Starved,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Stone,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Stopping of the Stomach,8,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Strangury,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Strongullion,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Suddenly,3,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Surfeit,1,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Swelling in the Throat,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Swine-Pox,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Teeth,28,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Thrush,1,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Tissick,10,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Tympany,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Twisting of the Guts,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Ulcer,3,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Vapours,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Vomiting,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Water in the Head,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Wen,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Wind,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Wolf,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Worms,2,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Abortive,3,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Overlaid,2,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Still-born,6,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Drowned,2,"One by Misfortune in the River of Thames out of a Row Barge, Buried at St Alphage, and one at the Tower- Wharf, Buried at St. Ann within Alderfgate",8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Found Dead,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Executed,1,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Killed,1,Murder'd at St Martin in the Fields.,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Suicide,1,Hang'd himself (being Lunatick) at St Mary in Whitechappel.,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Other,,,8April15April1701,1701,1700-1701-17,1700-1701,1700/1701
Aged,24,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Ague,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Apoplexy,2,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Asthma,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Bed-ridden,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Blasted,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Bleeding,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Bloody-flux,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Calenture,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Cancer,3,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Canker,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Chicken Pox,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Child-Bed,8,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Chrisoms,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Cold,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Colick,2,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Consumption,49,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Convulsion,109,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Cough,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Cramp,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Diabetes,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Dropsie,12,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Falling-sickness,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Fever,62,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Fistula,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Flox and Small-Pox,28,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Flux,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
French-Pox,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Frets,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Gangreen,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Gout,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Gravel,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Grief,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Griping in the Guts,26,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Headache,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Headmouldshot,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Hooping Cough,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Hiccough,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Horshoehead,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Impostume,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Infants,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Inflammation,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Itch,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Jaundies,3,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Jaw-fallen,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Kings Evil,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Leprosie,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Lethargy,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Liver-grown,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Looseness,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Lunatick and Frenzy,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Malignant Fever,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Meagrim,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Measles,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Miscarriage,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Mortification,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Mother,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Noli me tangere,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Palsie,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Plague,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Planet,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Plurisie,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Purples,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Quinsie,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Rash,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Rheumatism,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Rickets,13,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Rising of the Lights,3,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Running of the Reins,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Rupture,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Scald Head,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Scarlet Fever,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Sciatica,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Scowring,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Scurvy,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Sores,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Shingles,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Spleen,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Spotted-Fever,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
St. Anthony's Fire,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Starved,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Stone,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Stopping of the Stomach,11,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Strangury,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Strongullion,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Suddenly,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Surfeit,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Swelling in the Throat,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Swine-Pox,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Teeth,48,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Thrush,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Tissick,9,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Tympany,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Twisting of the Guts,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Ulcer,2,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Vapours,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Vomiting,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Water in the Head,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Wen,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Wind,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Wolf,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Worms,1,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Abortive,3,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Overlaid,3,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Still-born,11,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Drowned,2,"One in Thomas at St Dustan at Stepney, and one drowned herself in the New River-Head, Buried at James Clerkenwel.",15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Found Dead,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Executed,,,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Killed,1,KiIl'd by the Wheel of a Waggon at St Dustan at Stepney.,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Suicide,1,Hang'd himself (being lunatick) at St Ann in Westminter.,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Other,1,Sore Hand,15April22April1701,1701,1700-1701-18,1700-1701,1700/1701
Aged,35,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Ague,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Apoplexy,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Asthma,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Bed-ridden,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Blasted,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Bleeding,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Bloody-flux,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Calenture,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Cancer,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Canker,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Chicken Pox,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Child-Bed,7,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Chrisoms,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Cold,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Colick,3,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Consumption,44,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Convulsion,111,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Cough,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Cramp,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Diabetes,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Dropsie,15,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Falling-sickness,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Fever,61,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Fistula,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Flox and Small-Pox,25,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Flux,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
French-Pox,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Frets,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Gangreen,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Gout,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Gravel,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Grief,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Griping in the Guts,26,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Headache,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Headmouldshot,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Hooping Cough,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Hiccough,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Horshoehead,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Impostume,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Infants,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Inflammation,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Itch,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Jaundies,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Jaw-fallen,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Kings Evil,2,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Leprosie,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Lethargy,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Liver-grown,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Looseness,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Lunatick and Frenzy,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Malignant Fever,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Meagrim,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Measles,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Miscarriage,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Mortification,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Mother,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Noli me tangere,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Palsie,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Plague,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Planet,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Plurisie,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Purples,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Quinsie,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Rash,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Rheumatism,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Rickets,9,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Rising of the Lights,4,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Running of the Reins,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Rupture,2,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Scald Head,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Scarlet Fever,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Sciatica,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Scowring,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Scurvy,3,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Sores,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Shingles,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Spleen,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Spotted-Fever,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
St. Anthony's Fire,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Starved,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Stone,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Stopping of the Stomach,11,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Strangury,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Strongullion,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Suddenly,2,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Surfeit,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Swelling in the Throat,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Swine-Pox,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Teeth,39,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Thrush,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Tissick,8,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Tympany,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Twisting of the Guts,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Ulcer,1,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Vapours,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Vomiting,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
Water in the Head,,,22April29April1701,1701,1700-1701-19,1700-1701,1700/1701
