Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
3778,1277,1051,1,1719,,,11,,,Laxton-1719-11-recto,,,,1,,,1,,1,,,March,,,2,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,5,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,3,,,,1,,2,,,2,,,4,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,49,,,50,,,,1,,18,,,,1,,,1,,6,,,19,,,11,,,2,,,15,,,9,,,6,,,27,,,,1,,17,,,15,,,19,,,4,,,,1,,,1,,128,,,168,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,45,,,3,,,6,,,3,,,4,,,6,,,11,,,,1,,10,,,4,,,6,,,19,,,,1,,19,,,5,,,40,,,137,,,185,,,,1,,4,,,8,,,,1,,25,,,,1,,4,,,38,,,5,,,,1,,19,,,,1,,76,,,103,,,,1,
4005,1425,1291,1,1740,,,11,,,Laxton-1740-11-recto,1,,,1,,,1,,3,,,March,,,1,,,1,,,1,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,6,,,1,,,,1,,2,,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,3,,,,1,,,1,,,1,,3,,,4,,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,29,,,53,,,,1,,32,,,,1,,,1,,1,,,28,,,22,,,,1,,6,,,3,,,6,,,11,,,10,,,16,,,19,,,13,,,9,,,,1,,,1,,95,,,176,,,,1,,5,,,4,,,18,,,,,1,19,,,11,,,22,,,3,,,,1,,19,,,,1,,12,,,,,1,25,,,,1,,5,,,9,,,29,,,,1,,,1,,7,,,,,1,124,,,242,,,,1,,12,,,14,,,,1,,,1,,5,,,6,,,52,,1,3,,,,1,,28,,,,1,,48,,,100,,1,,1,
882,340,244,1,1701,,,12,,,Laxton-1701-12-recto,,,3,,,March,,,10,,,March,,,2,,,2,,,1,,,2,,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,1,,,1,,,7,,,,1,,,1,,2,,,1,,,2,,,1,,,,1,,,1,,3,,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,2,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,2,,,,1,,,1,,1,,,2,,,,1,,2,,,2,,,,1,,,1,,1,,,1,,,42,,,70,,,0,,,20,,,1,,,,1,,5,,,12,,,15,,,1,,,7,,,3,,,9,,,18,,,,1,,13,,,9,,,10,,1,3,,,,1,,,1,,103,,,126,,1,0,,,,1,,2,,,,1,,,1,,,1,,,1,,33,,,2,,,1,,,8,,,6,,,4,,,6,,,,1,,2,,,1,,,4,,,15,,,,1,,7,,,2,,1,49,,,140,,,142,,,0,,,8,,,7,,,,1,,20,,,,1,,1,,,41,,,1,,,,1,,19,,,,1,,67,,,97,,,0,,1
1022,392,420,1,1702,,,12,,,Laxton-1702-12-recto,,,2,,,March,,,9,,,March,,,,1,,4,,,,1,,1,,,,1,,1,,,1,,,2,,,1,,,,1,,,1,,,1,,,1,,2,,,5,,,2,,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,1,,,2,,,,1,,1,,,1,,,1,,,,1,,,1,,7,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,7,,,,1,,,1,,,1,,,1,,40,,,64,,,0,,,19,,,1,,,2,,,3,,,14,,,18,,,,1,,4,,,4,,,4,,,28,,,,1,,18,,,5,,,14,,,,1,,,1,,,1,,100,,,134,,,0,,,,1,,4,,,,1,,,1,,,1,,,1,,25,,,4,,,3,,,8,,,4,,,7,,,15,,,,1,,9,,,,1,,4,,,13,,,,1,,10,,,2,,,50,,,105,,,158,,,0,,,13,,,10,,,,1,,11,,,,1,,2,,,23,,,8,,1,,1,,20,,,,1,,82,,,87,,,,1,
1196,444,269,1,1703,,,12,,,Laxton-1703-12-recto,,,29,,,February,,,7,,,March,,,,1,,1,,,,1,,,,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,3,,,2,,,,1,,,1,,,1,,1,,,,1,,3,,,1,,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,1,,,1,,,,1,,1,,,1,,,,1,,4,,,1,,,1,,,1,,,2,,,47,,,61,,,0,,,21,,,2,,,1,,,5,,,4,,,9,,,3,,,11,,,7,,,4,,,21,,,,1,,16,,,12,,,11,,,2,,,,1,,,1,,114,,,129,,,0,,,,1,,1,,,,1,,,1,,,1,,,1,,35,,,2,,,6,,,8,,,5,,,5,,,6,,,,1,,7,,,3,,,5,,,15,,,,1,,9,,,4,,,56,,,111,,,167,,,0,,,12,,,13,,,,1,,25,,,,,,4,,,31,,,4,,,,1,,20,,,,1,,74,,,109,,,,1,
1366,496,439,1,1704,,,12,,,Laxton-1704-12-recto,,,6,,,March,,,13,,,March,,,,1,,1,,,,1,,2,,,,1,,2,,,3,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,2,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,3,,,1,,,1,,,,1,,,1,,42,,,51,,,,1,,19,,,3,,,,1,,6,,,8,,,6,,,2,,,3,,,4,,,7,,,18,,,,1,,13,,,15,,,8,,,1,,,,1,,,1,,95,,,113,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,25,,,2,,,4,,,5,,,3,,,2,,,12,,,,1,,9,,,1,,,6,,,14,,,,1,,11,,,4,,,48,,,119,,,148,,,,1,,9,,,9,,,,1,,18,,,,1,,,1,,23,,,2,,,,1,,20,,,,1,,54,,,81,,,,1,
1538,548,414,1,1705,,,12,,,Laxton-1705-12-recto,,,,1,,,1,,12,,,March,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,2,,,,1,,3,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,2,,,3,,,1,,,2,,,1,,,1,,,1,,,,1,,1,,,3,,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,5,,,1,,,,1,,,1,,,1,,39,,,54,,,,1,,21,,,1,,,1,,,4,,,11,,,10,,,1,,,7,,,4,,,10,,,17,,,,1,,12,,,8,,,16,,,1,,,,1,,,1,,96,,,124,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,30,,,3,,,3,,,9,,,6,,,7,,,5,,,,1,,7,,,,1,,2,,,11,,,,1,,11,,,6,,,48,,,123,,,152,,,,1,,10,,,10,,,,1,,26,,,,1,,1,,,29,,,,1,,,1,,27,,,,1,,65,,,103,,,,1,
1675,599,846,1,1706,,,12,,,Laxton-1706-12-recto,,,,1,,,1,,4,,,March,,,1,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,3,,,1,,,1,,,,1,,,1,,1,,,2,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,31,,,48,,,,1,,21,,,,1,,,1,,4,,,20,,,16,,,2,,,6,,,2,,,3,,,25,,,,1,,13,,,12,,,9,,,3,,,,1,,,1,,88,,,136,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,28,,,5,,,3,,,8,,,1,,,11,,,9,,,,1,,9,,,,1,,2,,,15,,,,1,,10,,,1,,,38,,,99,,,144,,,,1,,11,,,8,,,,1,,19,,,,1,,1,,,41,,,3,,,,1,,13,,,,1,,68,,,96,,,,1,
1848,652,404,1,1707,,,12,,,Laxton-1707-12-recto,,,,1,,,1,,9,,,March,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,2,,,1,,,2,,,,1,,,1,,1,,,1,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,2,,,1,,,,1,,1,,,2,,,,1,,,1,,,1,,1,,,3,,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,36,,,57,,,,1,,29,,,2,,,,1,,3,,,9,,,14,,,,1,,9,,,6,,,6,,,22,,,,1,,10,,,15,,,15,,,1,,,,1,,,1,,97,,,141,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,35,,,4,,,4,,,9,,,4,,,5,,,12,,,,1,,6,,,6,,,3,,,12,,,,1,,6,,,7,,,39,,,127,,,150,,,,1,,9,,,7,,,,1,,30,,,,1,,5,,,25,,,4,,,,1,,24,,,,1,,66,,,104,,,,1,
1990,704,542,1,1708,,,12,,,Laxton-1708-11-recto,,,,1,,,1,,8,,,March,,,,1,,3,,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,1,,,6,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,2,,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,1,,,36,,,61,,,,1,,21,,,1,,,1,,,6,,,12,,,16,,,,1,,5,,,3,,,5,,,31,,,,1,,11,,,16,,,19,,,4,,,,1,,,1,,86,,,151,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,31,,,2,,,5,,,9,,,3,,,2,,,9,,,,1,,10,,,2,,,4,,,17,,,,1,,7,,,5,,,37,,,109,,,144,,,,1,,13,,,13,,,,1,,20,,,,1,,2,,,39,,,3,,,,1,,21,,,,1,,70,,,111,,,,1,
2162,756,679,1,1709,,,12,,,Laxton-1709-12-recto,,,,1,,,1,,7,,,March,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,3,,,1,,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,5,,,2,,,,1,,,1,,1,,,2,,,1,,,1,,,1,,,,1,,,1,,3,,,,1,,3,,,1,,,,1,,,1,,1,,,1,,,3,,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,4,,,,1,,2,,,1,,,,1,,42,,,68,,,,1,,28,,,2,,,,1,,2,,,8,,,12,,,2,,,4,,,2,,,7,,,46,,,,1,,16,,,12,,,13,,,5,,,,1,,,1,,87,,,159,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,32,,,1,,,8,,,11,,,6,,,7,,,18,,,,1,,8,,,1,,,7,,,14,,,,1,,10,,,6,,,54,,,109,,,186,,,,1,,4,,,13,,,,1,,28,,,,1,,4,,,39,,,8,,,,1,,25,,,,1,,65,,,121,,,,1,
2349,808,633,1,1710,,,12,,,Laxton-1710-12-recto,,,,1,,,1,,6,,,May,,,,1,,5,,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,1,,,2,,,,1,,,1,,4,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,4,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,31,,,53,,,,1,,32,,,,1,,,1,,4,,,15,,,5,,,,1,,7,,,7,,,9,,,33,,,,1,,14,,,12,,,12,,,5,,,,1,,,1,,92,,,155,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,25,,,3,,,7,,,7,,,,1,,9,,,8,,,,1,,9,,,4,,,6,,,8,,,,1,,3,,,4,,,49,,,93,,,148,,,,1,,8,,,17,,,,1,,19,,,,1,,6,,,36,,,8,,,,1,,25,,,,1,,73,,,119,,,,1,
2505,860,860,1,1711,,,12,,,Laxton-1711-12-recto,,,,1,,,1,,4,,,March,,,1,,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,1,,,1,,,1,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,3,,,,1,,,1,,,1,,1,,,35,,,43,,,,1,,20,,,2,,,2,,,6,,,8,,,13,,,,1,,4,,,6,,,9,,,24,,,,1,,14,,,8,,,19,,,3,,,,1,,,1,,82,,,138,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,27,,,4,,,7,,,5,,,4,,,5,,,16,,,,1,,15,,,2,,,8,,,18,,,,1,,8,,,3,,,53,,,94,,,178,,,,1,,11,,,17,,,,1,,24,,,,1,,5,,,33,,,2,,,,1,,13,,,,1,,52,,,105,,,,1,
2664,913,665,1,1712,,,12,,,Laxton-1712-12-recto,,,,1,,,1,,10,,,March,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,2,,,3,,,3,,,,1,,2,,,1,,,,1,,1,,,,1,,2,,,3,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,2,,,2,,1,,1,,,1,,28,,,49,,,,1,,16,,,1,,,1,,,5,,,8,,,5,,,,1,,9,,,1,,,9,,,19,,,,1,,13,,,13,,,12,,,3,,,,1,,,1,,97,,,115,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,28,,,3,,,5,,,6,,,3,,,7,,,13,,,,1,,6,,,4,,,,1,,11,,,,1,,10,,,9,,,35,,,116,,,144,,,,1,,7,,,4,,1,,1,,16,,,,1,,3,,,26,,,3,,,,1,,18,,,,1,,64,,,87,,,,1,
