notesID|weekID|billsection|inputternote|notetype
394|1669/23|cods|Hanged Himself included as Suicide|interpretation
395|1669/25|cods|Threw herself into a house of Office' included in Killed|interpretation
396|1669/28|cods|Hanged Himself included in Suicide|interpretation
397|1669/29|cods|Hanged Himself included in Suicide|interpretation
398|1669/38|cods|Hanged Himself included as Suicide|interpretation
399|1669/41|cods|Hanged Themselves included in Suicide|interpretation
400|1669/44|cods|Ink stain across diseases counts - from Flox and Small Pox to Griping in the Guts|part missing: illegible
401|1669/46|cods|Poisoned Herself included as Suicide|interpretation
402|1669/50|cods|Hanged Himself included as Suicide|interpretation
403|1670/33|cods|Ambiguity in several totals: Flox and Small Pox, Infants, Scowring|legibility
404|1670/38|cods|Ambiguity in Flox and Small Pox: entered as 21, second digit blurred.|legibility
405|1670/39|cods|10 missing causes. Could not find discrepancy.|totals discrepancy
406|1671/05|cods|Found Murdered included as Murdered|interpretation
407|1671/12|cods|Drowned by his mother' included in Murdered|interpretation
408|1671/21|cods|Found strangled' included in Found Dead|interpretation
409|1671/29|cods|2 additional causes, could not find discrepancy|totals discrepancy
410|1671/37|cods|Additional cause, could not find discrepancy|totals discrepancy
411|1672/22|cods|Found by a dog (murthered)' included in Murdered|interpretation
412|1672/26|cods|3 Drowned listed in description but 5 typeset instead, 3 sums correctly to overall causes total|interpretation
413|1672/34|cods|Killed himself with excessive drinking of Bandy' left as 'Killed'.|interpretation
414|1672/38|cods|Hanged Herself (being distracted) included as Suicide, not Distracted.|interpretation
415|1672/41|cods|Found Murthered included as Murdered.|interpretation
416|1672/42|cods|Hanged Himself(being distracted) included as Suicide|interpretation
417|1672/44|cods|Hanged Herself: count given as 4, probably typeset error, as 1 included in total instead.|interpretation
418|1673/08|cods|20 missing causes from total. The first digit of Teeth might be 3 instead of 2(36 instead of 26) but too ambiguous to confirm and could not find other discrepancies to explain the rest of the missing causes.|totals discrepancy
419|1674/04|cods|2 additional causes. Could not find certain discrepancy|totals discrepancy
420|1674/13|cods|2 missing causes, only discrepancy is possibly faded digit for Planets but appears 1 not 3.|totals discrepancy
421|1675/03|cods|6 additional causes. Could not find discrepancy|totals discrepancy
422|1675/16|cods|Flox and small pox' total on edge of page, difficult to make out.|part missing: illegible
423|1676/14|cods|3 missing causes. Several faded digits(Lunatick, Overlaid, Plurisie) that are made out as 1 but might be discrepancies|totals discrepancy
424|1676/31|cods|1 additional cause, could not find discrepancy|totals discrepancy
425|1677/01|cods|8 additional causes. Could not find discrepancy|totals discrepancy
426|1677/15|cods|1 additional cause. Could not find discrepancy|totals discrepancy
427|1677/25|cods|Feaver listed as 91, but sums in total as 19, probably typeset error.|totals discrepancy
428|1677/38|cods|5 additional causes. Possible discrepancy in Surfeit, as is unclear but does appear as 7.|totals discrepancy
429|1677/41|cods|Abortive and Stillborn included together, as are Bloody Flux and Flux, and Cancer and Canker|format change
430|1678/04|cods|34 missing causes. Could not find discrepancies|totals discrepancy
431|1678/45|cods|Found: an Abortive Child' included in Abortive|interpretation
432|1679/46|cods|Additional cause, could not find discrepancy|totals discrepancy
433|1679/50|cods|Flox and Small Pox total too faint to make out: included as 17 after other totals deducted from overall.|interpretation
434|1680/06|cods|No bills for week 6|no Bill
435|1680/08|cods|No bills for week 8|no Bill
436|1680/16|cods|2 missing causes, could not find discrepancy.|totals discrepancy
437|1680/22|cods|No bills for week 22|no Bill
438|1680/43|cods|30 additional causes, could not find discrepancy|totals discrepancy
439|1681/11|cods|Additional cause, could not find discrepancy|totals discrepancy
440|1681/23|cods|Additional 45 causes: most likely discrepancy is typeset error for Surfeit, as 65 is unusually large for count.|totals discrepancy
441|1681/24|cods|3 additional causes, could not find discrepancy|totals discrepancy
442|1681/45|cods|Missing 44 causes, could not find discrepancies.|totals discrepancy
443|1682/26|cods|Additional cause, could not find discrepancy|totals discrepancy
444|1682/32|cods|2 missing causes, could not find discrepancy|totals discrepancy
445|1682/44|cods|Discrepancy in overall totals for burials of 100.|totals discrepancy
446|1683/04|cods|4 additional causes, could not find discrepancy|totals discrepancy
447|1683/30|cods|No bill for week 30|no Bill
448|1684/01|cods|Additional 100 burials in overall total.|totals discrepancy
449|1684/05|cods|Additional 2 causes, could not find discrepancy|totals discrepancy
450|1684/20|cods|30 additional causes. Could not find discrepancy|totals discrepancy
451|1684/23|cods|No bill for week 23|no Bill
452|1684/24|cods|1 missing cause, could not find discrepancy|totals discrepancy
453|1684/34|cods|No bill for week 34|no Bill
454|1684/36|cods|No bill for week 36|no Bill
455|1684/41|cods|Convulsion listed as 6, missing 58 causes so suspect typeset error in missing second digit of count, 64 instead of 6.|totals discrepancy
456|1684/42|cods|Missing cause, could not find discrepancy. Possibly result of typeset/addition error in burial totals.|totals discrepancy
457|1684/47|cods|No bill for week 47|no Bill
458|1684/48|cods|Missing cause, could not find discrepancy|totals discrepancy
459|1684/50|cods|Teeth count obscured by inkblot: 14 missing from total once 100 discrepancy from burial count  accounted for.|part missing: illegible; totals discrepancy
460|1684/52|cods|Missing cause, could not find discrepancy|totals discrepancy
461|1685/01|cods|Missing cause. Could not find discrepancy|totals discrepancy
462|1685/04|cods|Additional 10 causes, could not find discrepancy|totals discrepancy
463|1685/05|cods|Missing 10 causes, could not find discrepancy|totals discrepancy
464|1685/09|cods|Additional 13 causes. Could not find discrepancy|totals discrepancy
465|1685/16|cods|Missing cause. Could not find discrepancy|totals discrepancy
466|1685/23|cods|7 additional causes: Fistula count obscured, 7 much higher than trend for occasional cases, could not find other discrepancy|totals discrepancy
467|1685/30|cods|Missing cause, could not find discrepancy|totals discrepancy
468|1685/38|cods|Missing 1 count as obscured(between Stopping of the Stomach and Teeth) so overall discrepancy is additional 10, not found.|totals discrepancy; part missing: illegible
469|1685/46|cods|Additional cause, could not find discrepancy|totals discrepancy
470|1685/51|cods|Missing cause, could not find discrepancy|totals discrepancy
471|1686/01|cods|5 missing causes, could not find discrepancy|totals discrepancy
472|1686/04|cods|10 additional causes, could not find discrepancy|totals discrepancy
473|1686/05|cods|2 missing causes, could not find discrepancy.|totals discrepancy
474|1686/07|cods|3 additional causes. Could not find discrepancy|totals discrepancy
475|1686/19|cods|Missing cause, could not find discrepancy|totals discrepancy
476|1686/21|cods|2 missing causes, could not find discrepancy|totals discrepancy
477|1686/22|cods|27 missing causes, could not find discrepancy|totals discrepancy
478|1686/31|cods|Missing cause, could not find discrepancy|totals discrepancy
479|1686/49|cods|3 missing causes, could not find discrepancy|totals discrepancy
480|1687/09|cods|3 missing causes, probably due to discrepancy in burial totals|totals discrepancy
481|1687/35|cods|Missing cause, could not find discrepancy|totals discrepancy
482|1688/03|cods|Missing cause, could not find discrepancy|totals discrepancy
483|1688/16|cods|Missing cause, could not find discrepancy|totals discrepancy
484|1688/31|cods|Missing cause, could not find discrepancy|totals discrepancy
485|1688/32|cods|Colick count listed as 78 and Consumption as 1, probably typeset error in reversal.|interpretation
486|1688/34|cods|Additional cause, could not find discrepancy|totals discrepancy
487|1688/44|cods|Additional 10 causes, could not find discrepancy|totals discrepancy
488|1689/08|cods|10 additional causes, could not find discrepancy, likely linked to overall burial total missing 10.|totals discrepancy
489|1689/12|cods|No bill for week 12|no Bill
490|1689/18|cods|10 additional causes, could not find discrepancy|totals discrepancy
491|1689/21|cods|No bill for week 21|no Bill
492|1689/39|cods|Causes missing 76, total of counts here is 617. Could not find discrepancy|totals discrepancy
493|1689/52|cods|100 additional causes, probably due to the additional 100 burials and error in overall totals.|totals discrepancy
494|1690/17|cods|Missing cause, could not find discrepancy|totals discrepancy
495|1690/21|cods|2 missing causes, could not find discrepancy|totals discrepancy
496|1690/30|cods|10 additional causes, could not find discrepancy|totals discrepancy
497|1690/36|cods|Flox and Small Pox obscured: 22 missing from total and included as that count|part missing: illegible
498|1690/43|cods|10 additional causes, could not find discrepancy|totals discrepancy
499|1690/51|cods|Missing 3 causes, could not find discrepancy|totals discrepancy
500|1691/03|cods|2 missing causes, could not find discrepancy|totals discrepancy
501|1691/05|cods|10 additional causes, could not find discrepancy|totals discrepancy
502|1691/06|cods|Missing cause, could not find discrepancy|totals discrepancy
503|1691/14|cods|2 additional causes, could not find discrepancy|totals discrepancy
504|1691/31|cods|3 additional causes, could not find discrepancy|totals discrepancy
505|1692/03|cods|20 missing causes, could not find discrepancy|totals discrepancy
506|1692/04|cods|2 additional causes, could not find discrepancy|totals discrepancy
507|1692/10|cods|10 missing causes, could not find discrepancy|totals discrepancy
508|1692/25|cods|Additional cause, could not find discrepancy|totals discrepancy
509|1692/41|cods|Missing cause, could not find discrepancy|totals discrepancy
510|1692/47|cods|2 additional causes, could not find discrepancy|totals discrepancy
511|1693/02|cods|Missing cause, could not find discrepancy|totals discrepancy
512|1693/03|cods|Additional cause, could not find discrepancy|totals discrepancy
513|1693/04|cods|10 missing causes, could not find discrepancy|totals discrepancy
514|1693/17|cods|Missing cause, could not find discrepancy|totals discrepancy
515|1693/21|cods|Missing cause, could not find discrepancy|totals discrepancy
516|1693/27|cods|2 missing causes, could not find discrepancy|totals discrepancy
517|1693/33|cods|1 missing cause, Rupture and Strangury both too faded to confirm|totals discrepancy
518|1693/38|cods|10 additional causes, could not find discrepancy|totals discrepancy
519|1694/01|cods|Additional cause, could not find discrepancy|totals discrepancy
520|1694/05|cods|50 missing causes, could not find discrepancy|totals discrepancy
