Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
1425,515,532,1,1705,,,31,,,Laxton-1705-31-recto,,,17,,,July,,,24,,,July,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,1,,,1,,,,,,1,,,2,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,3,,,,,,1,,,,,,1,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,38,,,51,,,,1,,14,,,2,,,2,,,1,,,8,,,8,,,,,,1,,,6,,,5,,,17,,,,1,,12,,,8,,,9,,,1,,,,,,,1,,109,,,94,,,,1,,,1,,5,,,,1,,32,,,,1,,,1,,,1,,12,,,3,,,3,,,4,,,,,,8,,,,1,,3,,,5,,,2,,,3,,,4,,,20,,,,1,,4,,,115,,,108,,,,1,,5,,,6,,,,1,,12,,,,1,,11,,,15,,,,1,,1,,,1,,,,1,,49,,,51,,,,1,
1426,516,534,1,1705,,,32,,,Laxton-1705-32-recto,,,24,,,July,,,31,,,July,,,1,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,2,,,5,,,,,,,,,,,,1,,,,,,1,,,,,,,,,3,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,2,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,38,,,48,,,,1,,14,,,1,,,2,,,5,,,11,,,13,,,,,,2,,,2,,,13,,,24,,,,1,,17,,,11,,,17,,,1,,,1,,,,1,,102,,,134,,,,1,,,1,,4,,,,1,,40,,,,1,,,1,,,1,,19,,,7,,,,,,8,,,4,,,13,,,,1,,5,,,4,,,9,,,3,,,3,,,19,,,,1,,11,,,123,,,149,,,,1,,10,,,2,,,,1,,15,,,,1,,15,,,20,,,,1,,,,,2,,,,1,,46,,,64,,,,1,
1427,517,535,1,1705,,,33,,,Laxton-1705-33-recto,,,31,,,July,,,7,,,August,,,,,,,,,,,,2,,,,,,1,,,,,,3,,,2,,,,,,1,,,2,,,,,,2,,,2,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,2,,,,,,,,,1,,,1,,,,,,4,,,1,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,34,,,47,,,,1,,16,,,,,,,,,5,,,15,,,10,,,,,,7,,,3,,,5,,,17,,,,1,,15,,,12,,,13,,,1,,,1,,,,1,,95,,,120,,,,1,,,1,,5,,,,1,,79,,,,1,,,1,,,1,,36,,,6,,,2,,,5,,,3,,,13,,,,1,,5,,,10,,,11,,,2,,,8,,,21,,,,1,,11,,,143,,,217,,,,1,,16,,,10,,,,1,,15,,,,1,,13,,,29,,,,1,,2,,,4,,,,1,,79,,,89,,,,1,
1428,518,536,1,1705,,,34,,,Laxton-1705-34-recto,,,7,,,August,,,14,,,August,,,1,,,3,,,,,,4,,,1,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,3,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,2,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,2,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,2,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,1,,,,,,,,,2,,,4,,,1,,,2,,,,,,1,,,,,,34,,,68,,,,1,,16,,,1,,,2,,,3,,,13,,,5,,,,,,5,,,6,,,10,,,34,,,,1,,23,,,17,,,13,,,1,,,3,,,,1,,122,,,152,,,,1,,,1,,7,,,,1,,56,,,,1,,,1,,,1,,28,,,8,,,2,,,4,,,9,,,24,,,,1,,7,,,14,,,5,,,4,,,4,,,24,,,,1,,11,,,131,,,207,,,,1,,11,,,14,,,,1,,27,,,,1,,18,,,30,,,,1,,1,,,3,,,,1,,76,,,104,,,,1,
1429,519,537,1,1705,,,35,,,Laxton-1705-35-recto,,,14,,,August,,,21,,,August,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,1,,,1,,,1,,,2,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,27,,,43,,,,1,,31,,,1,,,2,,,5,,,12,,,18,,,,,,5,,,7,,,9,,,23,,,,1,,18,,,14,,,22,,,1,,,,,,,1,,89,,,169,,,,1,,,1,,4,,,,1,,67,,,,1,,,1,,,1,,24,,,7,,,1,,,7,,,4,,,24,,,,1,,5,,,14,,,14,,,9,,,5,,,18,,,,1,,13,,,125,,,216,,,,1,,17,,,8,,,,1,,25,,,,1,,18,,,35,,,,1,,2,,,5,,,,1,,83,,,110,,,,1,
1430,520,538,1,1705,,,36,,,Laxton-1705-36-recto,,,21,,,August,,,28,,,August,,,1,,,,,,,,,,,,,,,2,,,,,,,,,2,,,1,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,1,,,1,,,1,,,2,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,44,,,44,,,,1,,16,,,1,,,,,,2,,,12,,,,,,,,,2,,,8,,,7,,,30,,,,1,,16,,,7,,,24,,,1,,,1,,,,1,,99,,,127,,,,1,,,1,,4,,,,1,,55,,,,1,,,1,,,1,,34,,,8,,,,,,3,,,2,,,15,,,,1,,2,,,7,,,9,,,5,,,5,,,14,,,,1,,12,,,144,,,173,,,,1,,11,,,16,,,,1,,21,,,,1,,18,,,44,,,,1,,1,,,7,,,,1,,64,,,118,,,,1,
1431,521,539,1,1705,,,37,,,Laxton-1705-37-recto,,,28,,,August,,,4,,,September,,,2,,,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,1,,,3,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,2,,,1,,,1,,,1,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,3,,,1,,,1,,,3,,,,,,1,,,,,,1,,,,,,39,,,60,,,,1,,20,,,2,,,,,,7,,,15,,,25,,,3,,,5,,,2,,,9,,,40,,,,1,,20,,,12,,,12,,,2,,,2,,,,1,,112,,,186,,,,1,,,1,,5,,,,1,,54,,,,1,,,1,,,1,,33,,,10,,,1,,,5,,,2,,,6,,,,1,,10,,,8,,,12,,,7,,,6,,,26,,,,1,,13,,,107,,,198,,,,1,,8,,,5,,,,1,,21,,,,1,,24,,,36,,,,1,,3,,,4,,,,1,,64,,,101,,,,1,
1432,522,540,1,1705,,,38,,,Laxton-1705-38-recto,,,4,,,September,,,11,,,September,,,1,,,3,,,1,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,7,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,2,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,2,,,,,,1,,,2,,,,,,1,,,31,,,51,,,,1,,19,,,2,,,,,,6,,,7,,,13,,,,,,10,,,3,,,8,,,28,,,,1,,16,,,8,,,12,,,1,,,1,,,,1,,92,,,134,,,,1,,,1,,4,,,,1,,44,,,,1,,,1,,,1,,33,,,,,,,,,9,,,,,,15,,,,1,,4,,,7,,,5,,,1,,,,,,13,,,,1,,9,,,119,,,144,,,,1,,9,,,7,,,,1,,11,,,,1,,21,,,23,,,,1,,2,,,6,,,,1,,65,,,79,,,,1,
1433,523,541,1,1705,,,39,,,Laxton-1705-39-recto,,,11,,,September,,,18,,,September,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,3,,,,,,,,,1,,,1,,,1,,,31,,,44,,,,1,,17,,,1,,,,,,4,,,11,,,14,,,,,,5,,,3,,,6,,,23,,,,1,,9,,,9,,,10,,,,,,,,,,1,,90,,,112,,,,1,,,1,,3,,,,1,,53,,,,1,,,1,,,1,,28,,,7,,,2,,,8,,,3,,,15,,,,1,,5,,,6,,,10,,,6,,,7,,,13,,,,1,,10,,,139,,,176,,,,1,,14,,,11,,,,1,,10,,,,1,,27,,,29,,,,1,,3,,,5,,,,1,,70,,,99,,,,1,
1434,524,550,1,1705,,,40,,,Laxton-1705-40-recto,,,18,,,September,,,25,,,September,,,,,,1,,,,,,2,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,1,,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,2,,,1,,,,,,,,,,,,1,,,36,,,50,,,,1,,12,,,1,,,,,,5,,,15,,,6,,,,,,6,,,5,,,7,,,20,,,,1,,11,,,12,,,14,,,2,,,2,,,,1,,106,,,118,,,,1,,,1,,2,,,,1,,39,,,,1,,,1,,,1,,44,,,14,,,2,,,6,,,6,,,9,,,,1,,4,,,10,,,9,,,2,,,4,,,16,,,,1,,3,,,156,,,170,,,,1,,11,,,5,,,,1,,25,,,,1,,25,,,31,,,,1,,3,,,2,,,,1,,63,,,102,,,,1,
1475,525,553,1,1705,,,41,,,Laxton-1705-41-recto,,,25,,,September,,,2,,,October,,,2,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,3,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,2,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,46,,,39,,,,1,,23,,,2,,,,,,6,,,9,,,6,,,,,,3,,,2,,,5,,,32,,,,1,,13,,,9,,,16,,,2,,,,,,,1,,101,,,128,,,,1,,,1,,3,,,,1,,48,,,,1,,,1,,,1,,37,,,12,,,4,,,8,,,3,,,11,,,,1,,3,,,8,,,7,,,6,,,4,,,12,,,,1,,7,,,138,,,173,,,,1,,7,,,9,,,,1,,12,,,,1,,26,,,22,,,,1,,2,,,2,,,,1,,83,,,80,,,,1,
1476,526,555,1,1705,,,42,,,Laxton-1705-42-recto,,,2,,,October,,,9,,,October,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,1,,,2,,,1,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,4,,,1,,,,,,,,,,,,2,,,33,,,59,,,,1,,14,,,1,,,1,,,,,,12,,,10,,,,,,6,,,1,,,9,,,23,,,,1,,16,,,10,,,15,,,2,,,,,,,1,,119,,,120,,1,,1,,,1,,,,,,1,,54,,,,1,,,1,,,1,,43,,,6,,,2,,,7,,,4,,,18,,,,1,,,,,6,,,11,,,4,,,4,,,10,,,,1,,5,,,115,,,174,,,,1,,7,,,10,,,,1,,26,,,,1,,19,,,30,,,,1,,4,,,5,,,,1,,64,,,101,,,,1,
1477,527,556,1,1705,,,43,,,Laxton-1705-43-recto,,,9,,,October,,,16,,,October,,,2,,,,,,2,,,,,,,,,,,,1,,,3,,,3,,,,,,,,,,,,,,,,,,4,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,1,,,,,,2,,,34,,,48,,,,1,,17,,,1,,,,,,6,,,10,,,12,,,2,,,8,,,9,,,7,,,22,,,,1,,19,,,12,,,12,,,1,,,,,,,1,,102,,,138,,,,1,,,1,,1,,,,1,,39,,,,1,,,1,,,1,,35,,,6,,,2,,,6,,,1,,,16,,,,1,,3,,,2,,,5,,,3,,,7,,,13,,,,1,,6,,,136,,,145,,,,1,,4,,,15,,,,1,,18,,,,1,,25,,,31,,,,1,,5,,,2,,,,1,,78,,,100,,,,1,
1478,528,557,1,1705,,,44,,,Laxton-1705-44-recto,,,16,,,October,,,23,,,October,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,4,,,,,,,,,1,,,1,,,,,,3,,,,,,1,,,3,,,2,,,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,28,,,50,,,,1,,16,,,2,,,1,,,7,,,11,,,8,,,,,,5,,,1,,,6,,,26,,,,1,,15,,,13,,,10,,,2,,,,,,,1,,105,,,123,,,,1,,,1,,4,,,,1,,54,,,,1,,,1,,,1,,25,,,7,,,3,,,5,,,1,,,9,,,,1,,3,,,4,,,8,,,4,,,5,,,20,,,,1,,5,,,134,,,157,,,,1,,12,,,12,,,,1,,10,,,,1,,16,,,26,,,,1,,2,,,7,,,,1,,89,,,85,,,,1,
1479,529,558,1,1705,,,45,,,Laxton-1705-45-recto,,,23,,,October,,,30,,,October,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,1,,,,,,1,,,4,,,,,,,,,1,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,2,,,1,,,46,,,41,,,,1,,9,,,1,,,,,,8,,,10,,,7,,,,,,6,,,2,,,6,,,21,,,,1,,19,,,7,,,7,,,,,,,,,,1,,84,,,103,,,,1,,,1,,2,,,,1,,33,,,,1,,,1,,,1,,36,,,1,,,1,,,11,,,5,,,9,,,,1,,,,,5,,,8,,,3,,,5,,,20,,,,1,,3,,,130,,,142,,,,1,,11,,,9,,,,1,,15,,,,1,,31,,,28,,,,1,,6,,,7,,,,1,,66,,,107,,,,1,
